time,robot_x,robot_y,robot_z,synthetic_coverage,observed_coverage,observed_voxels,free_voxels,occupied_voxels,unknown_voxels,frontier_count,path_length,sensor_cloud_points
1780019064.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019064.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019064.680,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019064.932,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019065.182,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019065.432,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019065.685,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019065.935,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019066.177,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019066.434,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019066.681,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019066.931,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019067.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019067.436,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019067.684,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019067.937,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019068.183,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019068.434,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019068.686,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019068.935,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019069.186,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019069.422,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019069.683,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019069.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019070.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019070.439,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019070.676,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019070.929,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019071.182,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019071.433,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019071.684,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019071.935,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019072.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019072.431,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019072.682,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019072.933,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019073.189,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019073.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019073.699,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019073.938,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019074.182,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019074.434,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019074.686,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019074.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019075.182,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019075.437,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019075.680,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019075.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019076.187,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019076.436,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019076.680,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019076.933,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019077.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019077.436,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019077.685,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019077.935,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019078.170,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019078.433,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019078.684,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019078.935,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019079.186,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019079.434,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019079.683,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019079.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019080.183,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019080.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019080.687,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019080.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019081.182,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019081.433,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019081.684,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019081.933,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019082.187,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019082.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019082.682,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019082.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019083.185,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019083.450,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019083.684,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019083.941,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019084.183,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019084.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019084.683,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019084.937,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019085.172,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019085.431,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019085.682,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019085.931,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019086.190,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019086.437,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019086.687,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019086.933,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019087.183,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019087.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019087.686,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019087.935,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019088.183,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019088.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019088.685,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019088.935,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019089.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019089.434,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019089.684,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019089.940,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019090.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019090.432,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019090.683,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019090.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019091.184,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019091.434,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019091.686,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019091.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019092.187,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019092.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019092.683,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019092.931,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019093.185,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019093.432,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019093.678,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019093.932,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019094.193,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019094.433,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019094.690,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019094.933,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019095.176,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019095.435,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019095.683,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019095.934,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019096.182,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019096.434,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
1780019096.684,-3.683,8.066,1.400,0.931250,0.931250,2235,1910,325,165,98,112.947,196
