time,robot_x,robot_y,robot_z,synthetic_coverage,observed_coverage,observed_voxels,free_voxels,occupied_voxels,unknown_voxels,frontier_count,path_length,sensor_cloud_points,mapping_source,environment_model
1780143692.393,-19.963,-38.482,1.960,0.634840,0.634840,5871,5519,352,3377,1534,134.230,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143692.643,-20.192,-39.152,1.760,0.634840,0.634840,5871,5519,352,3377,1534,134.965,136,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143692.914,-20.266,-39.731,1.600,0.634840,0.634840,5871,5519,352,3377,1534,135.574,150,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143693.139,-20.297,-40.330,1.600,0.634840,0.634840,5871,5519,352,3377,1534,136.174,151,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143693.392,-20.310,-41.080,1.600,0.634840,0.634840,5871,5519,352,3377,1534,136.924,143,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143693.652,-20.314,-41.680,1.600,0.634840,0.634840,5871,5519,352,3377,1534,137.524,134,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143693.888,-20.316,-42.430,1.600,0.634840,0.634840,5871,5519,352,3377,1534,138.274,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143694.143,-20.317,-43.180,1.600,0.634840,0.634840,5871,5519,352,3377,1534,139.024,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143694.386,-20.317,-43.780,1.600,0.634840,0.634840,5871,5519,352,3377,1534,139.624,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143694.637,-20.317,-44.380,1.600,0.634840,0.634840,5871,5519,352,3377,1534,140.225,143,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143694.892,-20.317,-45.130,1.600,0.634840,0.634840,5871,5519,352,3377,1534,140.974,153,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143695.152,-20.317,-45.731,1.600,0.634840,0.634840,5871,5519,352,3377,1534,141.575,151,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143695.388,-20.317,-46.480,1.600,0.634840,0.634840,5871,5519,352,3377,1534,142.324,152,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143695.649,-20.317,-47.230,1.600,0.634840,0.634840,5871,5519,352,3377,1534,143.074,154,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143695.901,-20.317,-47.830,1.600,0.634840,0.634840,5871,5519,352,3377,1534,143.674,153,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143696.136,-20.317,-48.426,1.600,0.634840,0.634840,5871,5519,352,3377,1534,144.271,160,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143696.392,-20.317,-49.176,1.600,0.635164,0.635164,5874,5522,352,3374,1533,145.020,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143696.653,-20.317,-49.776,1.600,0.636246,0.636246,5884,5530,354,3364,1514,145.620,132,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143696.894,-20.088,-50.419,1.657,0.636786,0.636786,5889,5534,355,3359,1507,146.376,109,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143697.142,-19.627,-50.808,1.714,0.637435,0.637435,5895,5538,357,3353,1506,146.985,111,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143697.411,-19.056,-51.289,1.762,0.639381,0.639381,5913,5554,359,3335,1503,147.737,104,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143697.640,-18.595,-51.677,1.810,0.642842,0.642842,5945,5584,361,3303,1510,148.346,109,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143697.887,-18.136,-52.064,1.857,0.647491,0.647491,5988,5626,362,3260,1517,148.951,99,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143698.144,-17.677,-52.451,1.905,0.650411,0.650411,6015,5653,362,3233,1538,149.557,102,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143698.389,-17.104,-52.934,1.952,0.656899,0.656899,6075,5713,362,3173,1557,150.312,104,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143698.649,-16.644,-53.321,1.992,0.661224,0.661224,6115,5750,365,3133,1573,150.918,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143698.892,-16.577,-53.586,1.920,0.667279,0.667279,6171,5800,371,3077,1578,151.658,114,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143699.140,-17.111,-53.537,1.760,0.668901,0.668901,6186,5814,372,3062,1573,152.218,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143699.394,-17.858,-53.525,1.600,0.669334,0.669334,6190,5817,373,3058,1571,152.985,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143699.647,-18.140,-53.093,1.600,0.669766,0.669766,6194,5821,373,3054,1566,153.584,123,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143699.903,-18.249,-52.507,1.600,0.669766,0.669766,6194,5821,373,3054,1566,154.185,128,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143700.150,-18.300,-51.759,1.600,0.669766,0.669766,6194,5821,373,3054,1566,154.935,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143700.407,-18.884,-51.621,1.600,0.669766,0.669766,6194,5821,373,3054,1566,155.535,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143700.640,-19.480,-51.562,1.600,0.669766,0.669766,6194,5821,373,3054,1566,156.135,132,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143700.894,-20.228,-51.534,1.600,0.669766,0.669766,6194,5821,373,3054,1566,156.884,114,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143701.146,-20.979,-51.523,1.600,0.669766,0.669766,6194,5821,373,3054,1566,157.635,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143701.400,-21.579,-51.521,1.600,0.669766,0.669766,6194,5821,373,3054,1566,158.235,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143701.650,-22.178,-51.519,1.600,0.669766,0.669766,6194,5821,373,3054,1566,158.834,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143701.908,-22.928,-51.518,1.600,0.669766,0.669766,6194,5821,373,3054,1566,159.584,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143702.144,-23.527,-51.518,1.600,0.669766,0.669766,6194,5821,373,3054,1566,160.183,113,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143702.396,-24.278,-51.518,1.600,0.669766,0.669766,6194,5821,373,3054,1566,160.934,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143702.646,-25.028,-51.518,1.600,0.669766,0.669766,6194,5821,373,3054,1566,161.684,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143702.894,-25.628,-51.518,1.600,0.669766,0.669766,6194,5821,373,3054,1566,162.284,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143703.161,-26.228,-51.518,1.600,0.669766,0.669766,6194,5821,373,3054,1566,162.884,133,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143703.394,-26.977,-51.518,1.600,0.670091,0.670091,6197,5824,373,3051,1567,163.633,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143703.650,-27.577,-51.518,1.600,0.670523,0.670523,6201,5828,373,3047,1568,164.233,123,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143703.896,-28.327,-51.518,1.600,0.670523,0.670523,6201,5828,373,3047,1568,164.983,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143704.141,-29.077,-51.518,1.600,0.670740,0.670740,6203,5830,373,3045,1568,165.733,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143704.397,-29.677,-51.518,1.600,0.670956,0.670956,6205,5832,373,3043,1568,166.333,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143704.654,-30.074,-51.234,1.600,0.670956,0.670956,6205,5832,373,3043,1568,166.933,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143704.908,-30.241,-50.509,1.600,0.670956,0.670956,6205,5832,373,3043,1568,167.682,123,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143705.162,-30.298,-49.761,1.600,0.670956,0.670956,6205,5832,373,3043,1568,168.433,130,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143705.390,-30.307,-49.161,1.600,0.670956,0.670956,6205,5832,373,3043,1568,169.033,143,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143705.656,-30.313,-48.561,1.600,0.670956,0.670956,6205,5832,373,3043,1568,169.633,161,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143705.906,-30.316,-47.811,1.600,0.670956,0.670956,6205,5832,373,3043,1568,170.383,157,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143706.142,-30.316,-47.211,1.600,0.670956,0.670956,6205,5832,373,3043,1568,170.983,154,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143706.403,-30.317,-46.461,1.600,0.671064,0.671064,6206,5833,373,3042,1569,171.733,147,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143706.668,-30.317,-45.861,1.600,0.671280,0.671280,6208,5835,373,3040,1571,172.333,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143706.902,-30.317,-45.111,1.600,0.671605,0.671605,6211,5838,373,3037,1572,173.083,150,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143707.142,-30.317,-44.511,1.600,0.672578,0.672578,6220,5847,373,3028,1571,173.683,140,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143707.408,-30.317,-43.761,1.600,0.675389,0.675389,6246,5873,373,3002,1577,174.433,128,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143707.658,-30.317,-43.161,1.600,0.676471,0.676471,6256,5883,373,2992,1573,175.033,120,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143707.911,-30.317,-42.561,1.600,0.676795,0.676795,6259,5886,373,2989,1576,175.633,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143708.167,-30.317,-41.811,1.600,0.676795,0.676795,6259,5886,373,2989,1576,176.383,129,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143708.397,-30.317,-41.211,1.600,0.676795,0.676795,6259,5886,373,2989,1576,176.983,132,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143708.643,-30.317,-40.611,1.600,0.676795,0.676795,6259,5886,373,2989,1576,177.583,152,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143708.894,-30.487,-39.918,1.680,0.676795,0.676795,6259,5886,373,2989,1576,178.340,150,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143709.159,-30.830,-39.429,1.813,0.676795,0.676795,6259,5886,373,2989,1576,178.954,147,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143709.406,-31.259,-38.815,1.947,0.677228,0.677228,6263,5890,373,2985,1578,179.719,155,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143709.654,-31.689,-38.201,2.000,0.677552,0.677552,6266,5893,373,2982,1576,180.474,146,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143709.893,-31.650,-38.339,1.960,0.677552,0.677552,6266,5893,373,2982,1576,180.623,161,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143710.149,-31.455,-39.031,1.760,0.677552,0.677552,6266,5893,373,2982,1576,181.369,158,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143710.407,-31.084,-39.364,1.600,0.677552,0.677552,6266,5893,373,2982,1576,181.975,160,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143710.658,-30.598,-39.596,1.600,0.677552,0.677552,6266,5893,373,2982,1576,182.576,155,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143710.911,-30.437,-40.325,1.600,0.677552,0.677552,6266,5893,373,2982,1576,183.326,156,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143711.173,-30.362,-41.072,1.600,0.677552,0.677552,6266,5893,373,2982,1576,184.076,138,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143711.410,-30.777,-41.353,1.600,0.677552,0.677552,6266,5893,373,2982,1576,184.676,142,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143711.651,-31.132,-41.732,1.600,0.677660,0.677660,6267,5894,373,2981,1574,185.276,136,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143711.899,-31.521,-42.262,1.600,0.679606,0.679606,6285,5909,376,2963,1584,186.026,130,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143712.162,-32.092,-42.446,1.600,0.685013,0.685013,6335,5955,380,2913,1597,186.626,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143712.408,-32.835,-42.414,1.600,0.694961,0.694961,6427,6040,387,2821,1588,187.375,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143712.664,-33.424,-42.296,1.600,0.697448,0.697448,6450,6063,387,2798,1573,187.976,94,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143712.909,-34.160,-42.149,1.600,0.700908,0.700908,6482,6091,391,2766,1553,188.726,87,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143713.143,-34.748,-42.031,1.600,0.703071,0.703071,6502,6107,395,2746,1547,189.326,78,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143713.421,-35.484,-41.884,1.600,0.704693,0.704693,6517,6120,397,2731,1544,190.076,79,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143713.645,-36.072,-41.767,1.600,0.705666,0.705666,6526,6129,397,2722,1548,190.676,78,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143713.903,-36.807,-41.620,1.600,0.706747,0.706747,6536,6138,398,2712,1549,191.426,73,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143714.165,-37.105,-41.560,1.600,0.707288,0.707288,6541,6143,398,2707,1547,191.729,71,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143714.401,-36.955,-41.552,1.600,0.707288,0.707288,6541,6143,398,2707,1547,191.880,76,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143714.647,-36.356,-41.532,1.600,0.707288,0.707288,6541,6143,398,2707,1547,192.479,82,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143714.910,-35.607,-41.522,1.600,0.707504,0.707504,6543,6145,398,2705,1543,193.229,80,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143715.162,-35.006,-41.520,1.600,0.707721,0.707721,6545,6146,399,2703,1538,193.829,87,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143715.410,-34.257,-41.519,1.600,0.707721,0.707721,6545,6146,399,2703,1538,194.579,94,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143715.663,-33.657,-41.518,1.600,0.707721,0.707721,6545,6146,399,2703,1538,195.178,105,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143715.897,-33.415,-42.228,1.600,0.707721,0.707721,6545,6146,399,2703,1538,195.928,96,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143716.171,-32.835,-42.381,1.600,0.707721,0.707721,6545,6146,399,2703,1538,196.529,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143716.411,-32.246,-42.472,1.600,0.707721,0.707721,6545,6146,399,2703,1538,197.128,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143716.663,-31.647,-42.502,1.600,0.707721,0.707721,6545,6146,399,2703,1538,197.728,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143716.912,-30.897,-42.511,1.600,0.707721,0.707721,6545,6146,399,2703,1538,198.478,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143717.165,-30.297,-42.515,1.600,0.707721,0.707721,6545,6146,399,2703,1538,199.078,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143717.395,-29.547,-42.517,1.600,0.707721,0.707721,6545,6146,399,2703,1538,199.828,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143717.656,-28.947,-42.518,1.600,0.707721,0.707721,6545,6146,399,2703,1538,200.428,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143717.896,-28.346,-42.518,1.600,0.707721,0.707721,6545,6146,399,2703,1538,201.028,120,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143718.164,-27.596,-42.518,1.600,0.707721,0.707721,6545,6146,399,2703,1538,201.778,128,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143718.415,-26.996,-42.518,1.600,0.707721,0.707721,6545,6146,399,2703,1538,202.378,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143718.646,-26.396,-42.518,1.600,0.707721,0.707721,6545,6146,399,2703,1538,202.979,131,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143718.925,-25.818,-42.247,1.600,0.707721,0.707721,6545,6146,399,2703,1538,203.729,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143719.160,-25.561,-41.704,1.600,0.707721,0.707721,6545,6146,399,2703,1538,204.329,135,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143719.398,-25.240,-41.026,1.600,0.707721,0.707721,6545,6146,399,2703,1538,205.079,127,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143719.654,-24.984,-40.483,1.600,0.707721,0.707721,6545,6146,399,2703,1538,205.679,127,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143719.899,-24.663,-39.806,1.600,0.707721,0.707721,6545,6146,399,2703,1538,206.429,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143720.157,-24.406,-39.263,1.600,0.707721,0.707721,6545,6146,399,2703,1538,207.029,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143720.395,-24.150,-38.722,1.600,0.707721,0.707721,6545,6146,399,2703,1538,207.629,116,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143720.662,-23.957,-38.315,1.600,0.707721,0.707721,6545,6146,399,2703,1538,208.079,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143720.897,-24.000,-38.458,1.600,0.707721,0.707721,6545,6146,399,2703,1538,208.229,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143721.148,-24.215,-39.177,1.600,0.707721,0.707721,6545,6146,399,2703,1538,208.979,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143721.397,-24.280,-39.770,1.600,0.707721,0.707721,6545,6146,399,2703,1538,209.579,116,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143721.659,-24.304,-40.370,1.600,0.707721,0.707721,6545,6146,399,2703,1538,210.179,108,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143721.915,-24.312,-41.120,1.600,0.707721,0.707721,6545,6146,399,2703,1538,210.929,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143722.161,-24.315,-41.720,1.600,0.707721,0.707721,6545,6146,399,2703,1538,211.529,104,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143722.396,-24.316,-42.469,1.600,0.707721,0.707721,6545,6146,399,2703,1538,212.278,106,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143722.657,-24.317,-43.220,1.600,0.707721,0.707721,6545,6146,399,2703,1538,213.029,105,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143722.914,-24.317,-43.820,1.600,0.707721,0.707721,6545,6146,399,2703,1538,213.629,109,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143723.146,-24.317,-44.420,1.600,0.707721,0.707721,6545,6146,399,2703,1538,214.229,113,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143723.415,-24.317,-45.170,1.600,0.707721,0.707721,6545,6146,399,2703,1538,214.979,120,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143723.664,-24.317,-45.770,1.600,0.707721,0.707721,6545,6146,399,2703,1538,215.579,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143723.918,-24.317,-46.520,1.600,0.707721,0.707721,6545,6146,399,2703,1538,216.329,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143724.147,-24.317,-47.270,1.600,0.707721,0.707721,6545,6146,399,2703,1538,217.079,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143724.401,-24.145,-47.816,1.640,0.707721,0.707721,6545,6146,399,2703,1538,217.684,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143724.647,-23.802,-48.308,1.680,0.707721,0.707721,6545,6146,399,2703,1538,218.289,123,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143724.914,-23.373,-48.923,1.720,0.707721,0.707721,6545,6146,399,2703,1538,219.044,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143725.163,-23.030,-49.414,1.760,0.707721,0.707721,6545,6146,399,2703,1538,219.649,121,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143725.398,-22.600,-50.030,1.800,0.707721,0.707721,6545,6146,399,2703,1538,220.405,114,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143725.647,-22.257,-50.522,1.840,0.707721,0.707721,6545,6146,399,2703,1538,221.010,111,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143725.914,-21.828,-51.137,1.872,0.707721,0.707721,6545,6146,399,2703,1538,221.763,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143726.172,-21.484,-51.629,1.904,0.707721,0.707721,6545,6146,399,2703,1538,222.367,114,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143726.397,-21.141,-52.121,1.936,0.707829,0.707829,6546,6146,400,2702,1537,222.970,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143726.664,-20.798,-52.613,1.968,0.707829,0.707829,6546,6146,400,2702,1537,223.574,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143726.896,-20.368,-53.228,2.000,0.707937,0.707937,6547,6147,400,2701,1536,224.327,105,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143727.149,-19.939,-53.843,2.000,0.708261,0.708261,6550,6149,401,2698,1535,225.077,103,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143727.426,-19.863,-53.553,2.000,0.708261,0.708261,6550,6149,401,2698,1535,225.377,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143727.666,-19.712,-52.972,2.000,0.708261,0.708261,6550,6149,401,2698,1535,225.977,100,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143727.897,-19.523,-52.246,2.000,0.708261,0.708261,6550,6149,401,2698,1535,226.727,108,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143728.148,-19.372,-51.666,2.000,0.708261,0.708261,6550,6149,401,2698,1535,227.327,88,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143728.419,-19.221,-51.085,2.000,0.708261,0.708261,6550,6149,401,2698,1535,227.927,85,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143728.664,-19.070,-50.505,2.000,0.708261,0.708261,6550,6149,401,2698,1535,228.527,85,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143728.899,-18.918,-49.924,2.000,0.708261,0.708261,6550,6149,401,2698,1535,229.127,96,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143729.166,-18.767,-49.344,2.000,0.708261,0.708261,6550,6149,401,2698,1535,229.727,102,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143729.407,-18.578,-48.618,2.000,0.708261,0.708261,6550,6149,401,2698,1535,230.476,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143729.667,-18.427,-48.037,2.000,0.708261,0.708261,6550,6149,401,2698,1535,231.077,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143729.899,-18.275,-47.456,2.000,0.708261,0.708261,6550,6149,401,2698,1535,231.677,111,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143730.150,-18.124,-46.875,2.000,0.708261,0.708261,6550,6149,401,2698,1535,232.277,104,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143730.399,-17.973,-46.295,2.000,0.708261,0.708261,6550,6149,401,2698,1535,232.877,95,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143730.660,-17.822,-45.714,2.000,0.708261,0.708261,6550,6149,401,2698,1535,233.477,97,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143730.898,-17.633,-44.989,2.000,0.708369,0.708369,6551,6150,401,2697,1536,234.227,89,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143731.150,-17.482,-44.408,2.000,0.708369,0.708369,6551,6150,401,2697,1536,234.827,92,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143731.410,-17.330,-43.828,2.000,0.708369,0.708369,6551,6150,401,2697,1536,235.427,83,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143731.665,-17.179,-43.247,2.000,0.708369,0.708369,6551,6150,401,2697,1536,236.027,83,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143731.916,-16.990,-42.521,2.000,0.708369,0.708369,6551,6150,401,2697,1536,236.777,88,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143732.178,-16.839,-41.940,2.000,0.708369,0.708369,6551,6150,401,2697,1536,237.377,88,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143732.417,-16.650,-41.215,2.000,0.708478,0.708478,6552,6150,402,2696,1536,238.127,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143732.666,-16.498,-40.634,2.000,0.708478,0.708478,6552,6150,402,2696,1536,238.727,128,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143732.899,-16.309,-39.908,2.000,0.708478,0.708478,6552,6150,402,2696,1536,239.477,109,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
