x,y,z
-17.562,-52.547,1.905
-17.448,-52.644,1.905
-17.333,-52.741,1.905
-17.218,-52.838,1.945
-17.104,-52.934,1.952
-16.988,-53.031,1.952
-16.874,-53.127,1.952
-16.759,-53.224,1.952
-16.644,-53.321,1.992
-16.530,-53.418,2.000
-16.414,-53.515,2.000
-16.300,-53.611,2.000
-16.448,-53.597,1.958
-16.577,-53.586,1.920
-16.715,-53.573,1.880
-16.850,-53.561,1.840
-16.983,-53.549,1.800
-17.111,-53.537,1.760
-17.260,-53.534,1.720
-17.408,-53.532,1.680
-17.558,-53.530,1.640
-17.711,-53.527,1.600
-17.858,-53.525,1.600
-18.008,-53.523,1.600
-18.052,-53.380,1.600
-18.096,-53.236,1.600
-18.140,-53.093,1.600
-18.184,-52.949,1.600
-18.228,-52.806,1.600
-18.239,-52.657,1.600
-18.249,-52.507,1.600
-18.259,-52.357,1.600
-18.269,-52.208,1.600
-18.280,-52.058,1.600
-18.290,-51.909,1.600
-18.300,-51.759,1.600
-18.446,-51.724,1.600
-18.592,-51.690,1.600
-18.748,-51.653,1.600
-18.884,-51.621,1.600
-19.030,-51.586,1.600
-19.180,-51.578,1.600
-19.330,-51.570,1.600
-19.480,-51.562,1.600
-19.629,-51.554,1.600
-19.779,-51.546,1.600
-19.929,-51.539,1.600
-20.078,-51.536,1.600
-20.228,-51.534,1.600
-20.379,-51.532,1.600
-20.529,-51.530,1.600
-20.679,-51.527,1.600
-20.829,-51.525,1.600
-20.979,-51.523,1.600
-21.129,-51.522,1.600
-21.279,-51.522,1.600
-21.437,-51.521,1.600
-21.579,-51.521,1.600
-21.729,-51.520,1.600
-21.879,-51.520,1.600
-22.029,-51.519,1.600
-22.178,-51.519,1.600
-22.328,-51.519,1.600
-22.478,-51.519,1.600
-22.629,-51.519,1.600
-22.780,-51.518,1.600
-22.928,-51.518,1.600
-23.078,-51.518,1.600
-23.228,-51.518,1.600
-23.378,-51.518,1.600
-23.527,-51.518,1.600
-23.678,-51.518,1.600
-23.828,-51.518,1.600
-23.978,-51.518,1.600
-24.128,-51.518,1.600
-24.278,-51.518,1.600
-24.428,-51.518,1.600
-24.578,-51.518,1.600
-24.728,-51.518,1.600
-24.878,-51.518,1.600
-25.028,-51.518,1.600
-25.178,-51.518,1.600
-25.328,-51.518,1.600
-25.478,-51.518,1.600
-25.628,-51.518,1.600
-25.778,-51.518,1.600
-25.928,-51.518,1.600
-26.078,-51.518,1.600
-26.228,-51.518,1.600
-26.378,-51.518,1.600
-26.528,-51.518,1.600
-26.678,-51.518,1.600
-26.827,-51.518,1.600
-26.977,-51.518,1.600
-27.127,-51.518,1.600
-27.277,-51.518,1.600
-27.427,-51.518,1.600
-27.577,-51.518,1.600
-27.728,-51.518,1.600
-27.878,-51.518,1.600
-28.028,-51.518,1.600
-28.177,-51.518,1.600
-28.327,-51.518,1.600
-28.477,-51.518,1.600
-28.628,-51.518,1.600
-28.778,-51.518,1.600
-28.927,-51.518,1.600
-29.077,-51.518,1.600
-29.227,-51.518,1.600
-29.377,-51.518,1.600
-29.527,-51.518,1.600
-29.677,-51.518,1.600
-29.827,-51.518,1.600
-29.977,-51.518,1.600
-30.025,-51.376,1.600
-30.074,-51.234,1.600
-30.122,-51.092,1.600
-30.170,-50.950,1.600
-30.218,-50.808,1.600
-30.230,-50.659,1.600
-30.241,-50.509,1.600
-30.253,-50.359,1.600
-30.264,-50.210,1.600
-30.276,-50.060,1.600
-30.287,-49.910,1.600
-30.298,-49.761,1.600
-30.301,-49.611,1.600
-30.303,-49.461,1.600
-30.305,-49.311,1.600
-30.307,-49.161,1.600
-30.310,-49.011,1.600
-30.312,-48.861,1.600
-30.312,-48.711,1.600
-30.313,-48.561,1.600
-30.314,-48.411,1.600
-30.314,-48.261,1.600
-30.315,-48.112,1.600
-30.315,-47.961,1.600
-30.316,-47.811,1.600
-30.316,-47.661,1.600
-30.316,-47.511,1.600
-30.316,-47.361,1.600
-30.316,-47.211,1.600
-30.317,-47.061,1.600
-30.317,-46.911,1.600
-30.317,-46.761,1.600
-30.317,-46.611,1.600
-30.317,-46.461,1.600
-30.317,-46.311,1.600
-30.317,-46.161,1.600
-30.317,-46.011,1.600
-30.317,-45.861,1.600
-30.317,-45.711,1.600
-30.317,-45.561,1.600
-30.317,-45.411,1.600
-30.317,-45.261,1.600
-30.317,-45.111,1.600
-30.317,-44.961,1.600
-30.317,-44.811,1.600
-30.317,-44.661,1.600
-30.317,-44.511,1.600
-30.317,-44.361,1.600
-30.317,-44.211,1.600
-30.317,-44.061,1.600
-30.317,-43.911,1.600
-30.317,-43.761,1.600
-30.317,-43.611,1.600
-30.317,-43.461,1.600
-30.317,-43.311,1.600
-30.317,-43.161,1.600
-30.317,-43.011,1.600
-30.317,-42.861,1.600
-30.317,-42.711,1.600
-30.317,-42.561,1.600
-30.317,-42.411,1.600
-30.317,-42.262,1.600
-30.317,-42.111,1.600
-30.317,-41.961,1.600
-30.317,-41.811,1.600
-30.317,-41.661,1.600
-30.317,-41.511,1.600
-30.317,-41.361,1.600
-30.317,-41.211,1.600
-30.317,-41.061,1.600
-30.317,-40.911,1.600
-30.317,-40.761,1.600
-30.317,-40.611,1.600
-30.317,-40.462,1.600
-30.317,-40.311,1.600
-30.317,-40.161,1.600
-30.402,-40.040,1.640
-30.487,-39.918,1.680
-30.573,-39.795,1.720
-30.659,-39.673,1.733
-30.744,-39.551,1.773
-30.830,-39.429,1.813
-30.916,-39.306,1.853
-31.001,-39.183,1.867
-31.087,-39.060,1.867
-31.173,-38.938,1.907
-31.259,-38.815,1.947
-31.345,-38.693,1.987
-31.431,-38.570,2.000
-31.517,-38.447,2.000
-31.603,-38.324,2.000
-31.689,-38.201,2.000
-31.650,-38.339,1.960
-31.611,-38.478,1.920
-31.572,-38.616,1.880
-31.532,-38.755,1.840
-31.493,-38.893,1.800
-31.455,-39.031,1.760
-31.416,-39.169,1.720
-31.377,-39.306,1.680
-31.230,-39.335,1.640
-31.084,-39.364,1.600
-30.936,-39.394,1.600
-30.789,-39.423,1.600
-30.642,-39.453,1.600
-30.598,-39.596,1.600
-30.554,-39.740,1.600
-30.510,-39.884,1.600
-30.467,-40.027,1.600
-30.452,-40.176,1.600
-30.437,-40.325,1.600
-30.422,-40.475,1.600
-30.407,-40.624,1.600
-30.392,-40.773,1.600
-30.377,-40.922,1.600
-30.362,-41.072,1.600
-30.347,-41.221,1.600
-30.490,-41.265,1.600
-30.634,-41.309,1.600
-30.777,-41.353,1.600
-30.921,-41.397,1.600
-31.064,-41.440,1.600
-31.098,-41.586,1.600
-31.132,-41.732,1.600
-31.167,-41.878,1.600
-31.201,-42.024,1.600
-31.235,-42.170,1.600
-31.378,-42.216,1.600
-31.521,-42.262,1.600
-31.664,-42.308,1.600
-31.807,-42.354,1.600
-31.950,-42.400,1.600
-32.092,-42.446,1.600
-32.242,-42.455,1.600
-32.392,-42.463,1.600
-32.541,-42.472,1.600
-32.688,-42.443,1.600
-32.835,-42.414,1.600
-32.983,-42.384,1.600
-33.130,-42.355,1.600
-33.277,-42.325,1.600
-33.424,-42.296,1.600
-33.571,-42.266,1.600
-33.719,-42.237,1.600
-33.866,-42.208,1.600
-34.012,-42.178,1.600
-34.160,-42.149,1.600
-34.307,-42.120,1.600
-34.454,-42.090,1.600
-34.601,-42.061,1.600
-34.748,-42.031,1.600
-34.895,-42.002,1.600
-35.042,-41.973,1.600
-35.189,-41.943,1.600
-35.336,-41.914,1.600
-35.484,-41.884,1.600
-35.631,-41.855,1.600
-35.778,-41.826,1.600
-35.925,-41.796,1.600
-36.072,-41.767,1.600
-36.219,-41.737,1.600
-36.366,-41.708,1.600
-36.514,-41.679,1.600
-36.660,-41.649,1.600
-36.807,-41.620,1.600
-36.955,-41.590,1.600
-37.105,-41.560,1.600
-36.955,-41.552,1.600
-36.806,-41.544,1.600
-36.656,-41.536,1.600
-36.506,-41.534,1.600
-36.356,-41.532,1.600
-36.206,-41.530,1.600
-36.056,-41.528,1.600
-35.906,-41.526,1.600
-35.745,-41.524,1.600
-35.607,-41.522,1.600
-35.456,-41.521,1.600
-35.306,-41.521,1.600
-35.157,-41.521,1.600
-35.006,-41.520,1.600
-34.856,-41.520,1.600
-34.707,-41.519,1.600
-34.557,-41.519,1.600
-34.407,-41.519,1.600
-34.257,-41.519,1.600
-34.107,-41.518,1.600
-33.956,-41.518,1.600
-33.806,-41.518,1.600
-33.657,-41.518,1.600
-33.609,-41.660,1.600
-33.560,-41.803,1.600
-33.512,-41.944,1.600
-33.464,-42.086,1.600
-33.415,-42.228,1.600
-33.271,-42.267,1.600
-33.125,-42.305,1.600
-32.980,-42.343,1.600
-32.835,-42.381,1.600
-32.690,-42.420,1.600
-32.545,-42.458,1.600
-32.396,-42.465,1.600
-32.246,-42.472,1.600
-32.096,-42.480,1.600
-31.946,-42.487,1.600
-31.796,-42.495,1.600
-31.647,-42.502,1.600
-31.497,-42.504,1.600
-31.347,-42.505,1.600
-31.197,-42.507,1.600
-31.047,-42.509,1.600
-30.897,-42.511,1.600
-30.747,-42.513,1.600
-30.597,-42.515,1.600
-30.447,-42.515,1.600
-30.297,-42.515,1.600
-30.147,-42.516,1.600
-29.997,-42.516,1.600
-29.847,-42.517,1.600
-29.696,-42.517,1.600
-29.547,-42.517,1.600
-29.397,-42.517,1.600
-29.247,-42.518,1.600
-29.097,-42.518,1.600
-28.947,-42.518,1.600
-28.797,-42.518,1.600
-28.646,-42.518,1.600
-28.496,-42.518,1.600
-28.346,-42.518,1.600
-28.196,-42.518,1.600
-28.046,-42.518,1.600
-27.896,-42.518,1.600
-27.746,-42.518,1.600
-27.596,-42.518,1.600
-27.446,-42.518,1.600
-27.296,-42.518,1.600
-27.146,-42.518,1.600
-26.996,-42.518,1.600
-26.847,-42.518,1.600
-26.696,-42.518,1.600
-26.546,-42.518,1.600
-26.396,-42.518,1.600
-26.246,-42.518,1.600
-26.096,-42.518,1.600
-25.946,-42.518,1.600
-25.882,-42.382,1.600
-25.818,-42.247,1.600
-25.754,-42.111,1.600
-25.689,-41.975,1.600
-25.625,-41.840,1.600
-25.561,-41.704,1.600
-25.497,-41.568,1.600
-25.433,-41.433,1.600
-25.369,-41.297,1.600
-25.305,-41.162,1.600
-25.240,-41.026,1.600
-25.176,-40.890,1.600
-25.112,-40.755,1.600
-25.048,-40.619,1.600
-24.984,-40.483,1.600
-24.919,-40.348,1.600
-24.855,-40.212,1.600
-24.791,-40.077,1.600
-24.727,-39.942,1.600
-24.663,-39.806,1.600
-24.599,-39.670,1.600
-24.535,-39.535,1.600
-24.470,-39.399,1.600
-24.406,-39.263,1.600
-24.342,-39.128,1.600
-24.278,-38.992,1.600
-24.214,-38.857,1.600
-24.150,-38.722,1.600
-24.086,-38.586,1.600
-24.022,-38.450,1.600
-23.957,-38.315,1.600
-24.000,-38.458,1.600
-24.043,-38.602,1.600
-24.086,-38.746,1.600
-24.129,-38.889,1.600
-24.172,-39.033,1.600
-24.215,-39.177,1.600
-24.258,-39.320,1.600
-24.265,-39.470,1.600
-24.273,-39.632,1.600
-24.280,-39.770,1.600
-24.287,-39.920,1.600
-24.295,-40.069,1.600
-24.302,-40.219,1.600
-24.304,-40.370,1.600
-24.306,-40.520,1.600
-24.307,-40.670,1.600
-24.309,-40.819,1.600
-24.311,-40.969,1.600
-24.312,-41.120,1.600
-24.314,-41.269,1.600
-24.315,-41.420,1.600
-24.315,-41.570,1.600
-24.315,-41.720,1.600
-24.316,-41.870,1.600
-24.316,-42.020,1.600
-24.316,-42.169,1.600
-24.316,-42.321,1.600
-24.316,-42.469,1.600
-24.316,-42.619,1.600
-24.317,-42.769,1.600
-24.317,-42.919,1.600
-24.317,-43.069,1.600
-24.317,-43.220,1.600
-24.317,-43.370,1.600
-24.317,-43.519,1.600
-24.317,-43.670,1.600
-24.317,-43.820,1.600
-24.317,-43.970,1.600
-24.317,-44.120,1.600
-24.317,-44.270,1.600
-24.317,-44.420,1.600
-24.317,-44.570,1.600
-24.317,-44.720,1.600
-24.317,-44.870,1.600
-24.317,-45.023,1.600
-24.317,-45.170,1.600
-24.317,-45.320,1.600
-24.317,-45.470,1.600
-24.317,-45.620,1.600
-24.317,-45.770,1.600
-24.317,-45.920,1.600
-24.317,-46.070,1.600
-24.317,-46.220,1.600
-24.317,-46.370,1.600
-24.317,-46.520,1.600
-24.317,-46.670,1.600
-24.317,-46.820,1.600
-24.317,-46.970,1.600
-24.317,-47.120,1.600
-24.317,-47.270,1.600
-24.317,-47.420,1.600
-24.317,-47.570,1.600
-24.231,-47.693,1.640
-24.145,-47.816,1.640
-24.059,-47.939,1.640
-23.974,-48.062,1.680
-23.888,-48.185,1.680
-23.802,-48.308,1.680
-23.716,-48.430,1.680
-23.631,-48.553,1.680
-23.545,-48.676,1.680
-23.459,-48.799,1.720
-23.373,-48.923,1.720
-23.287,-49.046,1.720
-23.201,-49.169,1.720
-23.116,-49.291,1.760
-23.030,-49.414,1.760
-22.944,-49.537,1.760
-22.858,-49.661,1.760
-22.772,-49.784,1.760
-22.686,-49.907,1.800
-22.600,-50.030,1.800
-22.515,-50.153,1.800
-22.429,-50.276,1.800
-22.343,-50.399,1.840
-22.257,-50.522,1.840
-22.171,-50.645,1.840
-22.085,-50.768,1.840
-21.999,-50.891,1.840
-21.914,-51.013,1.872
-21.828,-51.137,1.872
-21.742,-51.260,1.872
-21.656,-51.382,1.904
-21.570,-51.506,1.904
-21.484,-51.629,1.904
-21.398,-51.752,1.904
-21.313,-51.875,1.904
-21.227,-51.998,1.936
-21.141,-52.121,1.936
-21.055,-52.244,1.936
-20.969,-52.367,1.936
-20.883,-52.490,1.968
-20.798,-52.613,1.968
-20.712,-52.736,1.968
-20.626,-52.859,1.968
-20.540,-52.982,1.968
-20.454,-53.105,2.000
-20.368,-53.228,2.000
-20.283,-53.351,2.000
-20.197,-53.474,2.000
-20.111,-53.597,2.000
-20.025,-53.720,2.000
-19.939,-53.843,2.000
-19.901,-53.698,2.000
-19.863,-53.553,2.000
-19.826,-53.407,2.000
-19.788,-53.262,2.000
-19.750,-53.117,2.000
-19.712,-52.972,2.000
-19.674,-52.827,2.000
-19.637,-52.682,2.000
-19.599,-52.537,2.000
-19.561,-52.392,2.000
-19.523,-52.246,2.000
-19.485,-52.101,2.000
-19.448,-51.956,2.000
-19.410,-51.811,2.000
-19.372,-51.666,2.000
-19.334,-51.521,2.000
-19.296,-51.375,2.000
-19.259,-51.230,2.000
-19.221,-51.085,2.000
-19.183,-50.940,2.000
-19.145,-50.795,2.000
-19.107,-50.650,2.000
-19.070,-50.505,2.000
-19.032,-50.359,2.000
-18.994,-50.214,2.000
-18.956,-50.069,2.000
-18.918,-49.924,2.000
-18.881,-49.779,2.000
-18.843,-49.634,2.000
-18.805,-49.489,2.000
-18.767,-49.344,2.000
-18.729,-49.198,2.000
-18.692,-49.054,2.000
-18.654,-48.909,2.000
-18.616,-48.764,2.000
-18.578,-48.618,2.000
-18.540,-48.473,2.000
-18.502,-48.327,2.000
-18.465,-48.182,2.000
-18.427,-48.037,2.000
-18.389,-47.892,2.000
-18.351,-47.747,2.000
-18.313,-47.601,2.000
-18.275,-47.456,2.000
-18.238,-47.311,2.000
-18.200,-47.166,2.000
-18.162,-47.021,2.000
-18.124,-46.875,2.000
-18.086,-46.730,2.000
-18.049,-46.585,2.000
-18.011,-46.440,2.000
-17.973,-46.295,2.000
-17.935,-46.150,2.000
-17.897,-46.005,2.000
-17.860,-45.860,2.000
-17.822,-45.714,2.000
-17.784,-45.569,2.000
-17.746,-45.424,2.000
-17.708,-45.279,2.000
-17.671,-45.134,2.000
-17.633,-44.989,2.000
-17.595,-44.844,2.000
-17.557,-44.698,2.000
-17.519,-44.553,2.000
-17.482,-44.408,2.000
-17.444,-44.263,2.000
-17.406,-44.118,2.000
-17.368,-43.973,2.000
-17.330,-43.828,2.000
-17.292,-43.682,2.000
-17.255,-43.537,2.000
-17.217,-43.392,2.000
-17.179,-43.247,2.000
-17.141,-43.102,2.000
-17.103,-42.957,2.000
-17.066,-42.812,2.000
-17.028,-42.666,2.000
-16.990,-42.521,2.000
-16.952,-42.376,2.000
-16.914,-42.231,2.000
-16.877,-42.086,2.000
-16.839,-41.940,2.000
-16.801,-41.795,2.000
-16.763,-41.650,2.000
-16.725,-41.505,2.000
-16.688,-41.360,2.000
-16.650,-41.215,2.000
-16.612,-41.070,2.000
-16.574,-40.924,2.000
-16.536,-40.779,2.000
-16.498,-40.634,2.000
-16.461,-40.489,2.000
-16.423,-40.344,2.000
-16.385,-40.199,2.000
-16.347,-40.053,2.000
-16.309,-39.908,2.000
-16.272,-39.763,2.000
-16.234,-39.618,2.000
-16.196,-39.473,2.000
-16.158,-39.328,2.000
-16.120,-39.183,2.000
-16.083,-39.038,2.000
-16.045,-38.893,2.000
-16.007,-38.747,2.000
-15.969,-38.602,2.000
-15.931,-38.457,2.000
-15.893,-38.312,2.000
-16.036,-38.332,1.960
-16.179,-38.353,1.920
-16.322,-38.374,1.880
-16.465,-38.394,1.840
-16.608,-38.415,1.800
-16.751,-38.436,1.760
-16.894,-38.457,1.720
-17.037,-38.477,1.680
-17.191,-38.482,1.639
-17.337,-38.487,1.600
-17.486,-38.492,1.600
-17.636,-38.496,1.600
-17.786,-38.501,1.600
-17.936,-38.506,1.600
-18.086,-38.511,1.600
-18.120,-38.657,1.600
-18.153,-38.803,1.600
-18.187,-38.949,1.600
-18.220,-39.095,1.600
-18.254,-39.242,1.600
-18.261,-39.392,1.600
-18.269,-39.542,1.600
-18.276,-39.692,1.600
-18.284,-39.842,1.600
-18.291,-39.992,1.600
-18.298,-40.142,1.600
-18.300,-40.293,1.600
-18.302,-40.442,1.600
-18.304,-40.591,1.600
-18.306,-40.742,1.600
-18.309,-40.892,1.600
-18.311,-41.041,1.600
-18.313,-41.191,1.600
-18.313,-41.341,1.600
-18.314,-41.491,1.600
-18.314,-41.644,1.600
-18.315,-41.791,1.600
-18.315,-41.941,1.600
-18.316,-42.092,1.600
-18.316,-42.242,1.600
-18.461,-42.281,1.600
-18.605,-42.321,1.600
-18.750,-42.361,1.600
-18.895,-42.401,1.600
-19.053,-42.414,1.600
-19.193,-42.426,1.600
-19.343,-42.438,1.600
-19.492,-42.450,1.600
-19.642,-42.463,1.600
-19.791,-42.475,1.600
-19.941,-42.487,1.600
-20.091,-42.499,1.600
-20.241,-42.502,1.600
-20.397,-42.504,1.600
-20.541,-42.506,1.600
-20.691,-42.509,1.600
-20.841,-42.511,1.600
-20.990,-42.513,1.600
-21.140,-42.514,1.600
-21.291,-42.514,1.600
-21.440,-42.515,1.600
-21.590,-42.515,1.600
-21.741,-42.516,1.600
-21.890,-42.516,1.600
-22.041,-42.517,1.600
-22.190,-42.517,1.600
-22.341,-42.517,1.600
-22.490,-42.517,1.600
-22.640,-42.517,1.600
-22.790,-42.518,1.600
-22.941,-42.518,1.600
-23.094,-42.518,1.600
-23.240,-42.518,1.600
-23.390,-42.518,1.600
-23.540,-42.518,1.600
-23.690,-42.518,1.600
-23.840,-42.518,1.600
-23.990,-42.518,1.600
-24.141,-42.518,1.600
-24.290,-42.518,1.600
-24.443,-42.518,1.600
-24.590,-42.518,1.600
-24.740,-42.518,1.600
-24.890,-42.518,1.600
-25.040,-42.518,1.600
-25.190,-42.518,1.600
-25.340,-42.518,1.600
-25.490,-42.518,1.600
-25.640,-42.518,1.600
-25.790,-42.518,1.600
-25.940,-42.518,1.600
-26.090,-42.518,1.600
-26.240,-42.518,1.600
-26.390,-42.518,1.600
-26.540,-42.518,1.600
-26.690,-42.518,1.600
-26.840,-42.518,1.600
-26.990,-42.518,1.600
-27.140,-42.518,1.600
-27.290,-42.518,1.600
-27.440,-42.518,1.600
-27.590,-42.518,1.600
-27.740,-42.518,1.600
-27.890,-42.518,1.600
-28.040,-42.518,1.600
-28.190,-42.518,1.600
-28.340,-42.518,1.600
-28.384,-42.661,1.625
-28.427,-42.805,1.625
-28.470,-42.949,1.625
-28.514,-43.092,1.650
-28.557,-43.235,1.650
-28.601,-43.379,1.650
-28.644,-43.523,1.650
-28.688,-43.667,1.650
-28.731,-43.810,1.675
-28.774,-43.953,1.675
-28.818,-44.097,1.675
-28.861,-44.241,1.700
-28.905,-44.384,1.700
-28.948,-44.528,1.700
-28.991,-44.671,1.700
-29.035,-44.815,1.700
-29.078,-44.959,1.725
-29.122,-45.102,1.725
-29.165,-45.246,1.725
-29.208,-45.389,1.725
-29.252,-45.533,1.750
-29.295,-45.676,1.750
-29.338,-45.820,1.750
-29.382,-45.963,1.750
-29.425,-46.107,1.750
-29.469,-46.251,1.773
-29.512,-46.394,1.773
-29.556,-46.538,1.773
-29.599,-46.681,1.795
-29.642,-46.824,1.795
-29.686,-46.968,1.795
-29.729,-47.112,1.795
-29.772,-47.255,1.795
-29.816,-47.399,1.818
-29.859,-47.543,1.818
-29.903,-47.686,1.818
-29.946,-47.830,1.841
-29.990,-47.973,1.841
-30.033,-48.117,1.841
-30.076,-48.261,1.841
-30.120,-48.404,1.841
-30.163,-48.548,1.841
-30.207,-48.691,1.864
-30.250,-48.835,1.864
-30.293,-48.978,1.864
-30.337,-49.122,1.864
-30.380,-49.265,1.886
-30.424,-49.409,1.886
-30.467,-49.553,1.886
-30.510,-49.696,1.886
-30.554,-49.840,1.886
-30.597,-49.983,1.909
-30.641,-50.127,1.909
-30.684,-50.270,1.909
-30.728,-50.414,1.909
-30.771,-50.558,1.932
-30.814,-50.701,1.932
-30.858,-50.845,1.932
-30.901,-50.989,1.932
-30.944,-51.132,1.932
-30.988,-51.276,1.949
-31.031,-51.419,1.949
-31.075,-51.563,1.949
-31.118,-51.706,1.966
-31.162,-51.850,1.966
-31.205,-51.993,1.966
-31.248,-52.137,1.966
-31.292,-52.281,1.966
-31.335,-52.424,1.983
-31.379,-52.568,1.983
-31.422,-52.711,1.983
-31.465,-52.855,1.983
-31.509,-52.998,2.000
-31.552,-53.142,2.000
-31.596,-53.286,2.000
-31.639,-53.429,2.000
-31.682,-53.573,2.000
-31.646,-53.425,2.000
-31.610,-53.282,2.000
-31.574,-53.136,2.000
-31.538,-52.991,2.000
-31.501,-52.845,2.000
-31.465,-52.699,2.000
-31.429,-52.554,2.000
-31.393,-52.408,2.000
-31.357,-52.262,2.000
-31.321,-52.117,2.000
-31.284,-51.971,2.000
-31.248,-51.825,2.000
-31.212,-51.680,2.000
-31.176,-51.534,2.000
-31.140,-51.389,2.000
-31.104,-51.243,2.000
-31.067,-51.098,2.000
-31.031,-50.952,2.000
-30.995,-50.806,2.000
-30.959,-50.661,2.000
-30.923,-50.515,2.000
-30.887,-50.370,2.000
-30.850,-50.224,2.000
-30.814,-50.079,2.000
-30.778,-49.933,2.000
-30.742,-49.788,2.000
-30.706,-49.642,2.000
-30.669,-49.496,2.000
-30.633,-49.351,2.000
-30.597,-49.205,2.000
-30.561,-49.060,2.000
-30.525,-48.914,2.000
-30.489,-48.768,2.000
-30.452,-48.623,2.000
-30.416,-48.477,2.000
-30.380,-48.332,2.000
-30.344,-48.186,2.000
-30.308,-48.041,2.000
-30.271,-47.895,2.000
-30.235,-47.750,2.000
-30.199,-47.604,2.000
-30.163,-47.458,2.000
-30.127,-47.313,2.000
-30.091,-47.167,2.000
-30.054,-47.022,2.000
-30.018,-46.876,2.000
-29.982,-46.731,2.000
-29.946,-46.585,2.000
-29.910,-46.439,2.000
-29.874,-46.294,2.000
-29.837,-46.148,2.000
-29.800,-46.000,2.000
-29.765,-45.857,2.000
-29.729,-45.712,2.000
-29.693,-45.566,2.000
-29.656,-45.420,2.000
-29.620,-45.275,2.000
-29.584,-45.129,2.000
-29.548,-44.984,2.000
-29.512,-44.839,2.000
-29.476,-44.693,2.000
-29.440,-44.548,2.000
-29.403,-44.402,2.000
-29.367,-44.256,2.000
-29.331,-44.110,2.000
-29.295,-43.965,2.000
-29.259,-43.819,2.000
-29.222,-43.673,2.000
-29.186,-43.528,2.000
-29.150,-43.383,2.000
-29.114,-43.237,2.000
-29.078,-43.091,2.000
-29.042,-42.946,2.000
-29.005,-42.800,2.000
-28.969,-42.655,2.000
-28.933,-42.509,2.000
-28.897,-42.364,2.000
-28.861,-42.218,2.000
-28.825,-42.073,2.000
-28.788,-41.927,2.000
-28.752,-41.782,2.000
-28.716,-41.636,2.000
-28.680,-41.490,2.000
-28.644,-41.345,2.000
-28.607,-41.199,2.000
-28.571,-41.053,2.000
-28.535,-40.908,2.000
-28.499,-40.762,2.000
-28.463,-40.617,2.000
-28.427,-40.471,2.000
-28.390,-40.325,2.000
-28.354,-40.180,2.000
-28.318,-40.034,2.000
-28.282,-39.889,2.000
-28.246,-39.743,2.000
-28.210,-39.597,2.000
-28.173,-39.452,2.000
-28.137,-39.306,2.000
-28.101,-39.161,2.000
-28.065,-39.015,2.000
-28.029,-38.870,2.000
-27.992,-38.724,2.000
-27.956,-38.579,2.000
-27.920,-38.433,2.000
-27.884,-38.287,2.000
-27.932,-38.423,1.960
-27.979,-38.558,1.920
-28.026,-38.692,1.880
-28.074,-38.827,1.840
-28.121,-38.961,1.800
-28.168,-39.096,1.760
-28.215,-39.229,1.720
-28.227,-39.378,1.680
-28.239,-39.529,1.639
-28.251,-39.677,1.600
-28.262,-39.826,1.600
-28.274,-39.976,1.600
-28.286,-40.126,1.600
-28.298,-40.275,1.600
-28.300,-40.425,1.600
-28.302,-40.575,1.600
-28.305,-40.725,1.600
-28.307,-40.878,1.600
-28.309,-41.025,1.600
-28.312,-41.175,1.600
-28.312,-41.325,1.600
-28.313,-41.475,1.600
-28.313,-41.625,1.600
-28.314,-41.775,1.600
-28.315,-41.925,1.600
-28.315,-42.075,1.600
-28.315,-42.225,1.600
-28.316,-42.375,1.600
-28.316,-42.525,1.600
-28.316,-42.675,1.600
-28.316,-42.825,1.600
-28.316,-42.975,1.600
-28.317,-43.125,1.600
-28.317,-43.275,1.600
-28.317,-43.425,1.600
-28.317,-43.575,1.600
-28.317,-43.725,1.600
-28.317,-43.875,1.600
-28.317,-44.025,1.600
-28.317,-44.175,1.600
-28.317,-44.325,1.600
-28.317,-44.475,1.600
-28.317,-44.625,1.600
-28.317,-44.776,1.600
-28.317,-44.925,1.600
-28.317,-45.075,1.600
-28.317,-45.225,1.600
-28.317,-45.375,1.600
-28.317,-45.525,1.600
-28.317,-45.675,1.600
-28.317,-45.825,1.600
-28.317,-45.975,1.600
-28.317,-46.125,1.600
-28.317,-46.275,1.600
-28.317,-46.425,1.600
-28.317,-46.575,1.600
-28.317,-46.725,1.600
-28.317,-46.875,1.600
-28.317,-47.025,1.600
-28.317,-47.175,1.600
-28.317,-47.325,1.600
-28.317,-47.475,1.600
-28.317,-47.625,1.600
-28.317,-47.775,1.600
-28.317,-47.925,1.600
-28.317,-48.075,1.600
-28.317,-48.225,1.600
-28.317,-48.375,1.600
-28.317,-48.525,1.600
-28.317,-48.675,1.600
-28.317,-48.825,1.600
-28.219,-48.938,1.640
-28.121,-49.052,1.644
-28.022,-49.165,1.644
-27.924,-49.278,1.684
-27.826,-49.392,1.689
-27.728,-49.505,1.689
-27.630,-49.618,1.689
-27.531,-49.732,1.689
-27.433,-49.845,1.729
-27.335,-49.958,1.733
-27.237,-50.072,1.733
-27.138,-50.185,1.733
-27.040,-50.298,1.773
-26.942,-50.412,1.778
-26.843,-50.526,1.778
-26.745,-50.639,1.778
-26.647,-50.752,1.778
-26.549,-50.865,1.818
-26.451,-50.979,1.822
-26.353,-51.092,1.822
-26.254,-51.205,1.822
-26.156,-51.319,1.862
-26.058,-51.432,1.867
-25.960,-51.545,1.867
-25.862,-51.658,1.867
-25.763,-51.772,1.867
-25.666,-51.885,1.907
-25.567,-51.998,1.911
-25.469,-52.112,1.911
